App,Category,Rating,Reviews,Size,Installs,Price,Content Rating,GenrePrincipal,Last Updated,GenreSecondaire
Monument Valley 2,17,4.6,9394,33000000,100000,4.99,0,Puzzle,2017-11-30,
DRAGON BALL LEGENDS,17,4.6,337913,48000000,5000000,0.0,1,Action,2018-08-03,
ROBLOX,17,4.5,4449882,67000000,100000000,0.0,2,Adventure,2018-07-31,Action & Adventure
Candy Crush Saga,17,4.4,22429716,74000000,500000000,0.0,0,Casual,2018-07-05,
Angry Birds 2,17,4.6,3883589,57000000,100000000,0.0,0,Casual,2018-07-26,
8 Ball Pool,17,4.5,14200550,52000000,100000000,0.0,0,Sports,2018-07-31,
Fallout Shelter,17,4.6,2719142,25000000,10000000,0.0,1,Simulation,2018-06-11,
PUBG MOBILE,17,4.4,3716278,36000000,50000000,0.0,1,Action,2018-07-24,
The Sims™ FreePlay,17,4.3,931595,31000000,10000000,0.0,1,Simulation,2018-07-16,
MARVEL Strike Force,17,4.3,165928,91000000,5000000,0.0,1,Role Playing,2018-07-31,
MARVEL Contest of Champions,17,4.3,2468063,92000000,50000000,0.0,1,Action,2018-07-30,
Jurassic World™ Alive,17,4.3,309176,70000000,5000000,0.0,2,Simulation,2018-08-02,
Choices: Stories You Play,17,4.6,807338,93000000,10000000,0.0,1,Simulation,2018-07-30,
Solitaire TriPeaks,17,4.5,446434,52000000,10000000,0.0,0,Card,2018-08-01,
Merge Dragons!,17,4.5,214819,91000000,5000000,0.0,0,Puzzle,2018-07-30,
The Walking Dead: Road to Survival,17,4.2,522466,37000000,10000000,0.0,3,Role Playing,2018-06-19,
Hustle Castle: Fantasy Kingdom,17,4.7,584126,64000000,10000000,0.0,2,Role Playing,2018-07-27,
Might & Magic: Elemental Guardians,17,4.3,32551,35000000,500000,0.0,3,Role Playing,2018-07-12,
Game of Thrones: Conquest™,17,4.0,90218,97000000,1000000,0.0,1,Strategy,2018-08-03,
Love Nikki-Dress UP Queen,17,4.4,212524,93000000,5000000,0.0,0,Role Playing,2018-07-24,
Summoners War,17,4.3,2045554,28000000,50000000,0.0,1,Role Playing,2018-07-30,
FINAL FANTASY BRAVE EXVIUS,17,4.6,745684,83000000,5000000,0.0,1,Role Playing,2018-07-17,
Idle Heroes,17,4.7,416540,99000000,10000000,0.0,2,Role Playing,2018-05-30,
Fate/Grand Order (English),17,4.4,16601,55000000,500000,0.0,1,Role Playing,2018-07-26,
Honkai Impact 3rd,17,4.7,59017,82000000,1000000,0.0,1,Action,2018-07-03,
Lords Mobile: Battle of the Empires - Strategy RPG,17,4.4,3057481,14000000,50000000,0.0,1,Strategy,2018-07-26,
War and Order,17,4.3,224514,81000000,5000000,0.0,1,Strategy,2018-07-18,
Candy Crush Saga,17,4.4,22430188,74000000,500000000,0.0,0,Casual,2018-07-05,
ROBLOX,17,4.5,4449910,67000000,100000000,0.0,2,Adventure,2018-07-31,Action & Adventure
8 Ball Pool,17,4.5,14201891,52000000,100000000,0.0,0,Sports,2018-07-31,
Subway Surfers,17,4.5,27725352,76000000,1000000000,0.0,2,Arcade,2018-07-12,
Candy Crush Soda Saga,17,4.4,6199095,67000000,100000000,0.0,0,Casual,2018-07-10,
Zombie Hunter King,17,4.3,10493,50000000,1000000,0.0,3,Action,2018-08-01,
Bubble Shooter,17,4.5,148945,46000000,10000000,0.0,0,Casual,2018-07-17,
Clash Royale,17,4.6,23136735,97000000,100000000,0.0,2,Strategy,2018-06-27,
Clash of Clans,17,4.6,44893888,98000000,100000000,0.0,2,Strategy,2018-07-15,
Farm Heroes Saga,17,4.4,7614415,70000000,100000000,0.0,0,Casual,2018-07-26,
Plants vs. Zombies FREE,17,4.4,4067651,69000000,100000000,0.0,2,Strategy,2018-07-06,
Word Search,17,4.7,295576,3900000,10000000,0.0,0,Word,2018-06-06,
Block Puzzle,17,4.6,59907,7800000,5000000,0.0,0,Puzzle,2018-03-06,
Super Jim Jump - pixel 3d,17,4.5,10460,18000000,1000000,0.0,0,Arcade,2018-07-11,
Pou,17,4.3,10486018,24000000,500000000,0.0,0,Casual,2018-05-25,
Temple Run 2,17,4.3,8119151,62000000,500000000,0.0,0,Action,2018-07-05,
Flow Free,17,4.3,1295625,11000000,100000000,0.0,0,Puzzle,2018-04-11,
Wordscapes,17,4.8,230849,87000000,10000000,0.0,0,Word,2018-08-02,
My Talking Angela,17,4.5,9883367,99000000,100000000,0.0,0,Casual,2018-07-03,
Cooking Fever,17,4.5,3198176,82000000,100000000,0.0,0,Arcade,2018-07-12,
Yes day,17,4.5,10055521,94000000,100000000,0.0,0,Casual,2018-06-28,
Score! Hero,17,4.6,5419676,96000000,100000000,0.0,0,Sports,2018-06-13,
Zombie Catchers,17,4.7,990723,75000000,10000000,0.0,0,Action,2018-05-24,
Jewels Star: OZ adventure,17,4.5,21892,14000000,1000000,0.0,0,Puzzle,2017-12-29,
Granny,17,4.5,1138239,59000000,50000000,0.0,1,Arcade,2018-05-29,
Dream League Soccer 2018,17,4.6,9883806,74000000,100000000,0.0,0,Sports,2018-07-16,
Sweet Fruit Candy,17,4.5,197540,29000000,10000000,0.0,0,Puzzle,2018-07-16,
Fruits Bomb,17,4.4,74695,17000000,10000000,0.0,0,Casual,2018-07-06,
Angry Birds Classic,17,4.4,5566889,97000000,100000000,0.0,0,Arcade,2018-05-24,
Talking Tom Gold Run,17,4.6,2698882,78000000,100000000,0.0,0,Action,2018-07-31,
Hill Climb Racing,17,4.4,8923818,63000000,100000000,0.0,0,Racing,2018-07-02,
Pixel Art: Color by Number Game,17,4.7,1125438,25000000,10000000,0.0,0,Puzzle,2018-07-17,
Shoot Bubble - Fruit Splash,17,4.6,29445,29000000,5000000,0.0,0,Casual,2018-05-11,
Rider,17,4.5,655145,72000000,10000000,0.0,1,Arcade,2017-07-17,
Garena Free Fire,17,4.5,5476569,53000000,100000000,0.0,1,Action,2018-08-03,
Subway Surfers,17,4.5,27725352,76000000,1000000000,0.0,2,Arcade,2018-07-12,
Helix Jump,17,4.2,1500999,33000000,100000000,0.0,0,Action,2018-04-09,
Crossy Road,17,4.5,4230886,60000000,100000000,0.0,0,Action,2018-08-01,
Temple Run 2,17,4.3,8119154,62000000,500000000,0.0,0,Action,2018-07-05,
Talking Tom Gold Run,17,4.6,2698889,78000000,100000000,0.0,0,Action,2018-07-31,
Zombie Catchers,17,4.7,990663,75000000,10000000,0.0,0,Action,2018-05-24,
Swamp Attack,17,4.4,2119218,70000000,50000000,0.0,2,Action,2018-06-29,
Earn to Die 2,17,4.6,1327265,99000000,50000000,0.0,1,Racing,2017-04-12,
Miraculous Ladybug & Cat Noir - The Official Game,17,4.5,184210,99000000,10000000,0.0,0,Action,2018-07-30,
Hungry Shark World,17,4.5,1242855,27000000,50000000,0.0,1,Action,2018-07-18,
Dude Perfect 2,17,4.5,401425,70000000,10000000,0.0,0,Action,2017-04-12,
Shadow Fight 2,17,4.6,10979062,88000000,100000000,0.0,2,Action,2018-07-02,
Alto's Adventure,17,4.6,515657,63000000,10000000,0.0,0,Action,2018-06-05,
DEER HUNTER 2018,17,4.3,955656,82000000,10000000,0.0,1,Action,2018-06-26,
DRAGON BALL LEGENDS,17,4.6,337913,48000000,5000000,0.0,1,Action,2018-08-03,
Cover Fire: offline shooting games for free,17,4.7,725897,31000000,10000000,0.0,1,Action,2018-08-03,
Anger of stick 5 : zombie,17,4.5,549039,23000000,50000000,0.0,1,Action,2018-08-03,
Soul Knight,17,4.7,292164,59000000,10000000,0.0,2,Action,2018-08-01,
Major Mayhem,17,4.6,520962,39000000,10000000,0.0,1,Action,2017-06-28,
DINO HUNTER: DEADLY SHORES,17,4.4,1381820,54000000,10000000,0.0,1,Action,2017-03-14,
Strawberry Shortcake BerryRush,17,4.3,525517,48000000,10000000,0.0,0,Action,2017-10-15,Action & Adventure
Power Rangers Dino Charge,17,4.3,194969,30000000,10000000,0.0,2,Action,2018-01-29,
Zombie Hunter: Post Apocalypse Survival Games,17,4.4,327599,66000000,10000000,0.0,1,Action,2017-07-28,
Agar.io,17,4.2,3816799,32000000,100000000,0.0,0,Action,2018-07-23,
Zombie Hunter King,17,4.3,10538,50000000,1000000,0.0,3,Action,2018-08-01,
Garena Free Fire,17,4.5,5476569,53000000,100000000,0.0,1,Action,2018-08-03,
Battlelands Royale,17,4.4,105620,61000000,1000000,0.0,2,Action,2018-07-16,
Once Upon a Tower,17,4.7,37139,49000000,1000000,0.0,2,Action,2018-01-24,
TEKKEN™,17,4.2,147791,38000000,5000000,0.0,1,Action,2018-07-26,
diep.io,17,4.1,347883,20000000,10000000,0.0,0,Action,2018-03-16,
Dragon Hills,17,4.5,354373,66000000,10000000,0.0,2,Action,2017-10-12,
Bus Rush: Subway Edition,17,4.1,753043,57000000,100000000,0.0,1,Action,2018-08-01,
DC Super Hero Girls™,17,4.3,43055,95000000,5000000,0.0,0,Action,2018-06-29,Action & Adventure
Runner 3d like,17,4.5,559,32000000,100000,0.0,2,Action,2018-08-03,
War Robots,17,4.6,3073251,33000000,50000000,0.0,2,Action,2018-07-25,
Dinosaur Simulator: Dino World,17,4.0,26649,66000000,5000000,0.0,1,Action,2018-08-05,
GUNSHIP BATTLE: Helicopter 3D,17,4.3,2151039,75000000,50000000,0.0,1,Action,2018-08-01,
Quiz: Logo game,17,4.5,306764,29000000,10000000,0.0,0,Trivia,2018-08-03,
Candy Crush Saga,17,4.4,22430188,74000000,500000000,0.0,0,Casual,2018-07-05,
Plants vs. Zombies FREE,17,4.4,4067651,69000000,100000000,0.0,2,Strategy,2018-07-06,
Block Puzzle,17,4.6,59907,7800000,5000000,0.0,0,Puzzle,2018-03-06,
Helix Jump,17,4.2,1500622,33000000,100000000,0.0,0,Action,2018-04-09,
8 Ball Pool,17,4.5,14201604,52000000,100000000,0.0,0,Sports,2018-07-31,
Jewels Legend - Match 3 Puzzle,17,4.6,280098,50000000,10000000,0.0,0,Arcade,2018-07-20,
Bubble Shooter,17,4.5,148990,46000000,10000000,0.0,0,Casual,2018-07-17,
Solitaire,17,4.7,154264,12000000,10000000,0.0,0,Card,2018-06-08,
Bubble Shooter Genies,17,4.5,26985,41000000,5000000,0.0,0,Casual,2018-06-04,
Blossom Blast Saga,17,4.5,1125438,63000000,10000000,0.0,0,Casual,2018-07-05,
Traffic Racer,17,4.5,5387781,53000000,100000000,0.0,0,Racing,2018-02-27,
Hill Climb Racing,17,4.4,8923847,63000000,100000000,0.0,0,Racing,2018-07-02,
Earn to Die 2,17,4.6,1327269,99000000,50000000,0.0,1,Racing,2017-04-12,
Candy Bomb,17,4.4,42145,20000000,10000000,0.0,0,Casual,2018-07-04,Brain Games
Flow Free,17,4.3,1295625,11000000,100000000,0.0,0,Puzzle,2018-04-11,
Zombie Catchers,17,4.7,990796,75000000,10000000,0.0,0,Action,2018-05-24,
Gems or jewels ?,17,4.7,171448,13000000,10000000,0.0,1,Puzzle,2018-08-03,
Angry Birds Rio,17,4.4,2610680,46000000,100000000,0.0,0,Arcade,2018-07-03,
Candy Crush Jelly Saga,17,4.3,1300619,78000000,50000000,0.0,0,Puzzle,2018-07-20,
Cut the Rope FULL FREE,17,4.4,2123793,49000000,100000000,0.0,0,Puzzle,2018-07-05,
Jewels Star: OZ adventure,17,4.5,21892,14000000,1000000,0.0,0,Puzzle,2017-12-29,
Hungry Shark Evolution,17,4.5,6074627,100000000,100000000,0.0,1,Arcade,2018-07-25,
Angry Birds Classic,17,4.4,5566908,97000000,100000000,0.0,0,Arcade,2018-05-24,
Jewels classic Prince,17,4.4,47644,15000000,5000000,0.0,0,Puzzle,2018-06-15,
Fruit Block - Puzzle Legend,17,4.6,125647,33000000,10000000,0.0,0,Casual,2018-07-23,
Swamp Attack,17,4.4,2119235,70000000,50000000,0.0,2,Action,2018-06-29,
1LINE – One Line with One Touch,17,4.6,214878,10000000,10000000,0.0,0,Board,2018-08-03,
Stick War: Legacy,17,4.6,811040,77000000,10000000,0.0,1,Strategy,2018-05-10,
Block Puzzle Classic Legend !,17,4.2,17044,4900000,5000000,0.0,0,Puzzle,2018-04-13,
Pixel Art: Color by Number Game,17,4.7,1125566,25000000,10000000,0.0,0,Puzzle,2018-07-17,
Score! Hero,17,4.6,5419676,96000000,100000000,0.0,0,Sports,2018-06-13,
Super Jabber Jump 3,17,4.3,34494,23000000,5000000,0.0,2,Arcade,2018-07-11,
Rush,17,4.6,260651,51000000,10000000,0.0,0,Arcade,2018-02-14,
Jetpack Joyride,17,4.4,4638163,96000000,100000000,0.0,2,Arcade,2018-07-19,
Farm Heroes Saga,17,4.4,7614407,70000000,100000000,0.0,0,Casual,2018-07-26,
Racing in Car 2,17,4.3,234110,38000000,50000000,0.0,0,Racing,2016-11-22,
Dog Run - Pet Dog Simulator,17,4.7,48615,24000000,10000000,0.0,0,Simulation,2018-05-22,Action & Adventure
Candy Bomb,18,4.4,42145,20000000,10000000,0.0,0,Casual,2018-07-04,Brain Games
ROBLOX,18,4.5,4449910,67000000,100000000,0.0,2,Adventure,2018-07-31,Action & Adventure
Jewels Crush- Match 3 Puzzle,18,4.4,14774,19000000,1000000,0.0,0,Casual,2018-07-23,Brain Games
Coloring & Learn,18,4.4,12753,51000000,5000000,0.0,0,Educational,2018-07-17,Creativity
Mahjong,18,4.5,33983,22000000,5000000,0.0,0,Puzzle,2018-08-02,Brain Games
Super ABC! Learning games for kids! Preschool apps,18,4.6,20267,46000000,1000000,0.0,0,Educational,2018-07-16,Education
Toy Pop Cubes,18,4.5,5761,21000000,1000000,0.0,0,Casual,2018-07-04,Brain Games
Educational Games 4 Kids,18,4.3,11618,39000000,5000000,0.0,0,Educational,2018-04-03,Education
Candy Pop Story,18,4.7,12948,23000000,1000000,0.0,0,Casual,2018-05-24,Brain Games
Solitaire,18,4.4,685,26000000,100000,0.0,0,Card,2018-07-16,Brain Games
Princess Coloring Book,18,4.5,9779,39000000,5000000,0.0,0,Education,2018-02-25,Creativity
Hello Kitty Nail Salon,18,4.2,369378,24000000,50000000,0.0,0,Casual,2018-04-17,Pretend Play
Candy Smash,18,4.5,11436,15000000,1000000,0.0,0,Casual,2018-04-17,Brain Games
Happy Fruits Bomb - Cube Blast,18,4.5,2150,20000000,500000,0.0,0,Casual,2018-02-01,Brain Games
Dog Run - Pet Dog Simulator,18,4.7,48615,24000000,10000000,0.0,0,Simulation,2018-05-22,Action & Adventure
Princess Adventures Puzzles,18,4.4,382,44000000,500000,0.0,0,Education,2018-08-01,Creativity
Kids Educational Game 3 Free,18,4.3,24936,38000000,5000000,0.0,0,Educational,2018-05-16,Education
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,18,4.6,1109,52000000,1000000,0.0,0,Educational,2018-07-18,Brain Games
Coloring book moana,18,3.9,974,14000000,500000,0.0,0,Art & Design,2018-01-15,Pretend Play
Baby Panda Care,18,4.2,108795,49000000,10000000,0.0,0,Educational,2018-06-15,Pretend Play
Kids Educational :All in One,18,4.5,1455,8900000,500000,0.0,0,Education,2018-02-01,Education
Toca Kitchen 2,18,4.5,1014822,56000000,50000000,0.0,0,Educational,2017-06-29,Pretend Play
PJ Masks: Moonlight Heroes,18,4.4,86961,99000000,10000000,0.0,0,Casual,2018-06-05,Action & Adventure
Learn To Draw Glow Flower,18,4.4,7320,10000000,1000000,0.0,0,Entertainment,2017-07-07,Education
"No. Color - Color by Number, Number Coloring",18,4.8,269194,6900000,10000000,0.0,0,Entertainment,2018-08-03,Brain Games
Bubble Shooter,18,4.4,59843,20000000,5000000,0.0,0,Puzzle,2018-01-09,Brain Games
Draw.ly - Color by Number Pixel Art Coloring,18,4.4,18616,10000000,1000000,0.0,0,Casual,2018-08-05,Education
Baby puzzles,18,4.3,11950,19000000,5000000,0.0,0,Educational,2018-07-12,Education
Garden Fruit Legend,18,4.6,4289,33000000,500000,0.0,0,Casual,2018-07-31,Brain Games
Barbie™ Fashion Closet,18,4.1,68286,85000000,10000000,0.0,0,Casual,2018-07-30,Creativity
Candy Day,18,4.5,11716,48000000,1000000,0.0,0,Casual,2018-08-03,Brain Games
Learn To Draw Glow Princess,18,4.5,3323,9600000,1000000,0.0,0,Casual,2017-07-14,Pretend Play
Barbie Magical Fashion,18,4.0,328619,15000000,10000000,0.0,0,Casual,2017-10-06,Creativity
Piano Kids - Music & Songs,18,4.6,46741,50000000,10000000,0.0,0,Music,2018-08-03,Music & Video
Farming Simulator 14,18,4.5,530854,51000000,10000000,0.0,0,Simulation,2017-07-17,Action & Adventure
Educational Games for Kids,18,4.5,7050,24000000,1000000,0.0,0,Educational,2018-05-27,Education
No.Draw - Colors by Number 2018,18,4.5,235906,13000000,10000000,0.0,0,Entertainment,2018-07-29,Brain Games
Fruit Boom,18,4.4,17753,16000000,1000000,0.0,0,Casual,2018-05-25,Brain Games
Baby Tiger Care - My Cute Virtual Pet Friend,18,4.5,432,63000000,100000,0.0,2,Educational,2018-07-27,Education
Strawberry Shortcake Ice Cream Island,18,4.2,32029,15000000,5000000,0.0,0,Casual,2017-11-06,Pretend Play
Rhythm Patrol,18,4.3,4207,26000000,100000,0.0,0,Music,2018-07-23,Music & Video
Kiddopia - Preschool Learning Games,18,4.5,64,81000000,10000,0.0,0,Educational,2018-07-18,Education
Toca Mystery House,18,4.2,96,79000000,5000,3.99,0,Educational,2018-06-14,Creativity
Papumba Academy - Fun Learning For Kids,18,4.4,496,94000000,100000,0.0,0,Education,2018-07-11,Education
Super ABC! Learning games for kids! Preschool apps,18,4.6,20267,46000000,1000000,0.0,0,Educational,2018-07-16,Education
Drawing for Kids Learning Games for Toddlers age 3,18,4.6,29436,43000000,1000000,0.0,0,Educational,2018-03-21,Education
Baby Panda’s Juice Shop,18,4.5,19230,45000000,5000000,0.0,0,Educational,2018-07-12,Brain Games
Dr. Panda Restaurant 3,18,4.2,11126,91000000,1000000,0.0,0,Educational,2018-03-23,Pretend Play
LEGO® Friends: Heartlake Rush,18,4.5,23671,91000000,1000000,0.0,0,Arcade,2018-07-31,Pretend Play
Baby ABC in box! Kids alphabet games for toddlers!,18,4.6,9652,53000000,1000000,0.0,0,Educational,2018-07-16,Education
Henry Danger Crime Warp,18,4.6,9626,28000000,1000000,0.0,0,Action,2018-02-07,Action & Adventure
Thomas & Friends: Race On!,18,4.1,29319,26000000,5000000,0.0,0,Casual,2018-05-18,Action & Adventure
Super School: Educational Kids Games & Rhymes,18,4.5,1791,56000000,500000,0.0,0,Education,2018-06-02,Education
Fruit Cube Blast,18,4.6,9199,80000000,500000,0.0,0,Puzzle,2018-08-03,Brain Games
Toddler Kids Puzzles PUZZINGO,18,4.6,14014,60000000,1000000,0.0,0,Education,2018-07-06,Education
Intellijoy Early Learning Academy,18,4.3,160,67000000,50000,0.0,0,Education,2018-06-18,Education
Dr. Panda Town: Vacation,18,3.8,10366,78000000,1000000,0.0,0,Education,2018-07-24,Pretend Play
Leo and Tig,18,4.5,47644,27000000,1000000,0.0,0,Adventure,2018-05-31,Action & Adventure
Fuzzy Seasons: Animal Forest,18,4.8,12137,63000000,100000,0.0,2,Simulation,2018-08-06,Pretend Play
Montessori Preschool,18,3.9,237,26000000,100000,0.0,0,Education,2018-07-12,Education
Kids Corner: Interactive Tales and Games for kids,18,4.5,6404,46000000,500000,0.0,0,Educational,2018-07-16,Brain Games
Cutie Cubies,18,4.4,6356,83000000,500000,0.0,0,Puzzle,2018-07-04,Creativity
My Little Princess : Stores,18,4.3,169,60000000,5000,2.99,0,Educational,2018-05-25,Pretend Play
Sago Mini Big City,18,4.2,8,44000000,1000,3.99,0,Education,2018-07-09,Pretend Play
Pinkalicious Party,18,3.0,2,82000000,500,2.99,0,Educational,2018-06-25,Creativity
ROBLOX,18,4.5,4450855,67000000,100000000,0.0,2,Adventure,2018-07-31,Action & Adventure
PJ Masks: Moonlight Heroes,18,4.4,86961,99000000,10000000,0.0,0,Casual,2018-06-05,Action & Adventure
Dog Run - Pet Dog Simulator,18,4.7,48701,24000000,10000000,0.0,0,Simulation,2018-05-22,Action & Adventure
Moana Island Life,18,4.1,15246,78000000,1000000,0.0,0,Simulation,2017-07-12,Action & Adventure
Farming Simulator 14,18,4.5,530904,51000000,10000000,0.0,0,Simulation,2017-07-17,Action & Adventure
My Oasis - Calming and Relaxing Idle Clicker Game,18,4.6,106750,94000000,1000000,0.0,0,Simulation,2018-06-29,Action & Adventure
My Little Pony Rainbow Runners,18,4.3,33785,16000000,5000000,0.0,0,Casual,2017-12-20,Action & Adventure
Extreme Racing 2 - Real driving RC cars game!,18,4.3,4207,93000000,500000,0.0,0,Racing,2017-08-31,Action & Adventure
Cars: Lightning League,18,4.5,58795,77000000,10000000,0.0,0,Racing,2018-05-21,Action & Adventure
Little Panda Run,18,4.2,3235,32000000,1000000,0.0,0,Educational,2018-06-20,Action & Adventure
Snoopy's Town Tale - City Building Simulator,18,4.2,47031,58000000,1000000,0.0,0,Simulation,2018-07-30,Action & Adventure
Car Racing game for Kids - Beepzz Dogs 🐕,18,4.4,131,48000000,100000,0.0,0,Racing,2018-06-13,Action & Adventure
Pony Friends 🦄 - Beepzz racing game for kids,18,4.5,114,69000000,50000,0.0,0,Racing,2018-06-13,Action & Adventure
LEGO® Juniors Create & Cruise,18,4.1,673203,73000000,50000000,0.0,0,Educational,2018-01-19,Action & Adventure
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,18,4.2,2178,99000000,500000,0.0,0,Racing,2017-08-23,Action & Adventure
Thomas & Friends: Go Go Thomas,18,4.1,175625,16000000,10000000,0.0,0,Racing,2017-11-22,Action & Adventure
Ninja Dash - Ronin Jump RPG,18,4.7,8508,54000000,500000,0.0,2,Arcade,2018-08-02,Action & Adventure
Paw Patrol by ShuffleCards,18,4.3,3484,56000000,1000000,0.0,0,Entertainment,2017-03-07,Action & Adventure
Plants vs. Zombies™ Heroes,18,4.4,379415,68000000,10000000,0.0,0,Casual,2018-06-26,Action & Adventure
Transformers Rescue Bots: Disaster Dash,18,4.4,19245,25000000,1000000,0.0,0,Casual,2018-03-28,Action & Adventure
Mcqueen Coloring pages,18,,65,7000000,100000,0.0,0,Art & Design,2018-03-07,Action & Adventure
PAC-MAN Pop,18,4.3,24877,54000000,5000000,0.0,0,Puzzle,2018-06-20,Action & Adventure
Monster Truck Driver & Racing,18,4.4,765,51000000,1000000,0.0,0,Education,2017-01-19,Action & Adventure
Strawberry Shortcake BerryRush,18,4.3,525552,48000000,10000000,0.0,0,Action,2017-10-15,Action & Adventure
Little Fire Station,18,4.2,3762,44000000,1000000,0.0,0,Education,2018-07-02,Action & Adventure
Ice Cream Jump,18,4.2,141363,8700000,10000000,0.0,0,Casual,2018-01-21,Action & Adventure
Disney Magic Kingdoms: Build Your Own Magical Park,18,4.3,472584,91000000,10000000,0.0,0,Simulation,2018-08-02,Action & Adventure
Turbo FAST,18,4.3,1329192,97000000,50000000,0.0,0,Racing,2017-10-04,Action & Adventure
My Little Pony: Harmony Quest,18,4.1,148295,26000000,10000000,0.0,0,Casual,2018-03-05,Action & Adventure
Transformers Rescue Bots: Hero Adventures,18,4.2,41273,16000000,5000000,0.0,0,Adventure,2018-07-05,Action & Adventure
Equestria Girls,18,4.3,392596,53000000,10000000,0.0,0,Role Playing,2016-07-22,Action & Adventure
DC Super Hero Girls™,18,4.3,43060,95000000,5000000,0.0,0,Action,2018-06-29,Action & Adventure
Disney Crossy Road,18,4.5,514088,83000000,10000000,0.0,0,Arcade,2018-05-30,Action & Adventure
Touch Racing 2 - Mini RC Race,18,4.1,41867,78000000,1000000,0.0,0,Racing,2017-05-18,Action & Adventure
Toca Kitchen 2,18,4.5,1014846,56000000,50000000,0.0,0,Educational,2017-06-29,Pretend Play
Doctor Pets,18,4.2,23060,21000000,1000000,0.0,0,Educational,2018-07-26,Education
Supermarket – Game for Kids,18,4.4,112080,26000000,10000000,0.0,0,Casual,2018-07-26,Pretend Play
Supermarket Manager: Cashier Simulator Kids Games,18,4.0,15489,60000000,1000000,0.0,0,Casual,2017-10-11,Pretend Play
Kids Animals Jigsaw Puzzles 😄,18,4.1,51895,22000000,10000000,0.0,0,Educational,2018-06-16,Brain Games
DC Super Hero Girls™,18,4.3,43060,95000000,5000000,0.0,0,Action,2018-06-29,Action & Adventure
Strawberry Shortcake BerryRush,18,4.3,525552,48000000,10000000,0.0,0,Action,2017-10-15,Action & Adventure
Inside Out Thought Bubbles,18,4.4,623398,58000000,10000000,0.0,0,Puzzle,2017-08-31,Brain Games
Disney Magic Kingdoms: Build Your Own Magical Park,18,4.3,472584,91000000,10000000,0.0,0,Simulation,2018-08-02,Action & Adventure
Monster High™,18,4.1,66661,22000000,5000000,0.0,0,Casual,2018-02-02,Pretend Play
Cute Pet Puppies,18,4.0,10447,36000000,1000000,0.0,0,Simulation,2016-02-18,Action & Adventure
Frozen Free Fall,18,4.3,1574197,37000000,50000000,0.0,0,Puzzle,2018-07-27,Action & Adventure
Monster High™ Minis Mania,18,4.6,19170,70000000,1000000,0.0,0,Strategy,2017-03-15,Action & Adventure
Shopkins World!,18,4.3,169609,34000000,10000000,0.0,0,Arcade,2018-06-13,Action & Adventure
Monica Toy TV,18,4.7,6188,49000000,500000,0.0,2,Entertainment,2018-04-03,Music & Video
Toy Guitar with songs for kids,18,4.3,1369,9800000,500000,0.0,0,Music & Audio,2016-03-05,Music & Video
Endless Numbers,18,4.4,2952,37000000,500000,0.0,0,Education,2018-06-19,Education
Sworkit Kids - Fitness Meets Fun,18,4.7,9856,55000000,100000,0.0,0,Health & Fitness,2016-02-02,Education
Earth to Luna! Watch and Play,18,3.9,10753,84000000,1000000,0.0,0,Educational,2018-07-23,Education
Nancy Drew Codes and Clues,18,4.1,154,16000000,10000,0.0,0,Educational,2017-01-13,Education
Masha and the Bear Child Games,18,4.1,288523,92000000,10000000,0.0,0,Adventure,2018-05-08,Education
codeSpark Academy & The Foos,18,4.1,4522,57000000,500000,0.0,0,Educational,2018-06-21,Education
Toca Life: City,18,4.7,31100,24000000,500000,3.99,0,Education,2018-07-06,Pretend Play
LEGO® Friends,18,4.4,854,6900000,10000,4.99,0,Casual,2015-12-01,Pretend Play
My Little Work – Garage,18,4.3,560,44000000,10000,3.99,0,Casual,2015-06-17,Education
"Alizay, pirate girl",18,4.5,197,11000000,1000,2.99,0,Casual,2017-03-23,Action & Adventure
Word Search Games in english,18,4.3,63186,16000000,10000000,0.0,0,Puzzle,2018-07-12,Brain Games
Chess Free,18,4.3,23772,17000000,5000000,0.0,0,Board,2017-08-02,Brain Games
Tic Tac Toe,18,4.1,6007,18000000,1000000,0.0,0,Board,2017-07-03,Action & Adventure
Dominos Game ✔️,18,4.1,2903,16000000,1000000,0.0,0,Board,2018-07-05,Brain Games
Checkers ✔️,18,4.1,3617,19000000,1000000,0.0,0,Board,2018-07-24,Brain Games
Crazy Colors: Bubbles Matching,18,4.6,3063,1600000,100000,0.0,0,Board,2018-05-24,Brain Games
Chess for Kids - Play & Learn,18,4.1,3234,47000000,100000,0.0,0,Puzzle,2018-05-15,Brain Games
Block Puzzle : Night in Egypt,18,4.4,276,16000000,50000,0.0,0,Puzzle,2017-09-12,Brain Games
Mosaic puzzles,18,4.4,1595,14000000,500000,0.0,0,Puzzle,2018-07-04,Brain Games
RISK: Global Domination,18,4.0,68559,75000000,5000000,0.0,0,Board,2018-07-31,Action & Adventure
Pino chess,18,4.8,61,25000000,1000,0.0,0,Casual,2017-01-26,Brain Games
Chess PRO Free,18,3.8,1123,5700000,100000,0.0,0,Board,2016-09-08,Brain Games
All-in-One Mahjong 3 FREE,18,4.5,566,17000000,50000,0.0,0,Board,2018-06-13,Brain Games
Hactar Go,18,4.8,97,3500000,1000,2.99,0,Board,2018-03-30,Brain Games
All-in-One Mahjong 3,18,4.4,38,16000000,100,0.99,0,Board,2018-06-14,Brain Games
