App,Category,Rating,Reviews,Size,Installs,Price,Content Rating,GenrePrincipal,Last Updated,GenreSecondaire
Socratic - Math Answers & Homework Help,8,4.6,37862,5400000,1000000,0.0,0,8,2018-06-07,0
EasyBib: Citation Generator,8,3.5,1405,7300000,100000,0.0,0,8,2018-03-29,0
ClassDojo,8,4.4,148549,59000000,10000000,0.0,0,8,2018-08-03,4
"HelloTalk — Chat, Speak & Learn Foreign Languages",8,4.4,84311,41000000,5000000,0.0,0,8,2018-07-25,0
"busuu: Learn Languages - Spanish, English & More",8,4.3,206532,21000000,10000000,0.0,2,8,2018-08-01,0
Rosetta Stone: Learn to Speak & Read New Languages,8,4.5,172508,76000000,5000000,0.0,0,8,2018-06-27,4
SoloLearn: Learn to Code for Free,8,4.8,256079,7600000,1000000,0.0,1,8,2018-07-12,0
Blinkist - Nonfiction Books,8,4.1,16103,13000000,1000000,0.0,0,8,2018-07-31,0
Sago Mini Hat Maker,8,4.9,11,63000000,1000,3.99,0,8,2017-07-24,1
Fuzzy Numbers: Pre-K Number Foundation,8,4.7,21,44000000,1000,5.99,0,8,2017-07-21,4
Toca Life: City,8,4.7,31085,24000000,500000,3.99,0,8,2018-07-06,1
Toca Life: Hospital,8,4.7,3528,24000000,100000,3.99,0,8,2018-06-12,1
Complete Spanish Movies,9,4.0,11656,4500000,1000000,0.0,0,9,2018-01-20,0
Tubi TV - Free Movies & TV,9,4.3,296771,11000000,10000000,0.0,1,9,2018-07-15,0
Mobile TV,9,3.5,10939,4600000,10000000,0.0,0,9,2016-04-28,0
Motorola Spotlight Player™,9,4.6,22508,3300000,10000000,0.0,0,9,2015-07-16,0
Vigo Lite,9,4.2,10291,6500000,5000000,0.0,1,9,2018-08-04,0
The green alien dance,9,3.8,6979,12000000,1000000,0.0,0,9,2018-07-05,0
H TV,9,4.3,103078,5600000,5000000,0.0,0,9,2018-07-05,0
StarTimes - Live International Champions Cup,9,4.4,17682,9700000,1000000,0.0,0,9,2018-08-03,0
Cinematic Cinematic,9,4.4,37000,15000000,1000000,0.0,3,9,2018-06-21,0
Talking Angela,9,3.7,1828284,52000000,100000000,0.0,0,9,2018-07-12,0
Radio Javan,9,4.4,46916,4500000,1000000,0.0,0,9,2018-07-18,0
Talking Ginger 2,9,4.2,702975,49000000,50000000,0.0,0,9,2018-07-05,0
Girly Lock Screen Wallpaper with Quotes,9,4.2,32458,18000000,5000000,0.0,0,9,2018-06-19,0
No.Draw - Colors by Number 2018,9,4.5,235496,13000000,10000000,0.0,0,9,2018-07-29,5
🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,9,4.7,11661,4000000,1000000,0.0,0,9,2018-07-14,0
"Movies by Flixster, with Rotten Tomatoes",9,4.5,653008,16000000,10000000,0.0,0,9,2018-06-20,0
Low Poly – Puzzle art game,9,4.5,23063,17000000,1000000,0.0,0,9,2018-08-03,5
Amazon Prime Video,9,4.2,411683,24000000,50000000,0.0,1,9,2018-08-02,0
IMDb Movies & TV,9,4.2,501498,12000000,100000000,0.0,1,9,2018-07-26,0
Ziggo GO,9,4.1,29690,78000000,1000000,0.0,1,9,2018-08-03,0
PlayStation App,9,4.2,613059,25000000,50000000,0.0,0,9,2018-07-26,0
Talking Ben the Dog,9,4.3,1633682,57000000,100000000,0.0,0,9,2018-07-03,0
Trailer Addict Movie Trailers,9,3.9,2646,9100000,100000,0.0,1,9,2018-02-14,0
Cinemark Theatres,9,4.1,21867,39000000,1000000,0.0,1,9,2018-07-12,0
"Movies by Flixster, with Rotten Tomatoes",9,4.5,653008,16000000,10000000,0.0,0,9,2018-06-20,0
Marcus Theatres,9,3.6,2639,8500000,100000,0.0,0,9,2018-02-07,0
Harkins Theatres,9,4.3,1511,12000000,100000,0.0,0,9,2018-06-11,0
AMC Theatres,9,4.3,44550,72000000,1000000,0.0,0,9,2018-07-18,0
IMDb Movies & TV,9,4.2,501497,12000000,100000000,0.0,1,9,2018-07-26,0
Cooking Channel,9,4.1,1033,16000000,100000,0.0,1,9,2018-07-27,0
Animal Planet GO,9,4.2,2442,9600000,100000,0.0,1,9,2018-07-24,0
DramaFever: Stream Asian Drama Shows & Movies,9,4.2,155234,22000000,1000000,0.0,1,9,2018-08-01,0
Investigation Discovery GO,9,4.5,12216,13000000,1000000,0.0,1,9,2018-07-24,0
CBS - Full Episodes & Live TV,9,3.8,92058,12000000,10000000,0.0,1,9,2018-07-20,0
Acorn TV: World-class TV from Britain and Beyond,9,3.0,493,23000000,50000,0.0,0,9,2018-06-15,0
HISTORY: Watch TV Show Full Episodes & Specials,9,4.1,33387,20000000,1000000,0.0,1,9,2018-07-16,0
Nick,9,4.2,123279,25000000,10000000,0.0,2,9,2018-01-24,6
VH1,9,4.1,27424,17000000,1000000,0.0,1,9,2018-07-08,0
A&E - Watch Full Episodes of TV Shows,9,4.0,29706,19000000,1000000,0.0,1,9,2018-07-16,0
The CW,9,4.4,288150,21000000,5000000,0.0,1,9,2018-07-23,0
BET NOW - Watch Shows,9,4.2,14807,19000000,1000000,0.0,1,9,2018-07-08,0
Lifetime - Watch Full Episodes & Original Movies,9,4.0,35928,19000000,1000000,0.0,1,9,2018-07-16,0
SeriesGuide – Show & Movie Manager,9,4.3,64448,4400000,1000000,0.0,3,9,2018-07-21,0
Comedy Central,9,3.9,22378,19000000,1000000,0.0,1,9,2018-07-08,0
IMDb Movies & TV,9,4.2,501498,12000000,100000000,0.0,1,9,2018-07-26,0
Tubi TV - Free Movies & TV,9,4.3,296829,11000000,10000000,0.0,1,9,2018-07-15,0
CBS - Full Episodes & Live TV,9,3.8,92058,12000000,10000000,0.0,1,9,2018-07-20,0
Nick,9,4.2,123279,25000000,10000000,0.0,2,9,2018-01-24,6
The CW,9,4.4,288150,21000000,5000000,0.0,1,9,2018-07-23,0
CW Seed,9,4.5,16372,13000000,500000,0.0,1,9,2018-07-18,0
The NBC App - Watch Live TV and Full Episodes,9,4.1,58028,17000000,5000000,0.0,1,9,2018-07-05,0
HISTORY: Watch TV Show Full Episodes & Specials,9,4.1,33387,20000000,1000000,0.0,1,9,2018-07-16,0
WWE,9,4.5,736864,20000000,10000000,0.0,1,9,2018-01-19,0
A&E - Watch Full Episodes of TV Shows,9,4.0,29706,19000000,1000000,0.0,1,9,2018-07-16,0
VH1,9,4.1,27424,17000000,1000000,0.0,1,9,2018-07-08,0
Universal Kids,9,3.6,1968,21000000,500000,0.0,0,9,2018-05-24,6
MTV,9,3.8,35279,15000000,1000000,0.0,1,9,2018-07-08,0
Lifetime - Watch Full Episodes & Original Movies,9,4.0,35931,19000000,1000000,0.0,1,9,2018-07-16,0
BET NOW - Watch Shows,9,4.2,14807,19000000,1000000,0.0,1,9,2018-07-08,0
LEGO® TV,9,3.7,17247,7200000,1000000,0.0,2,9,2018-08-04,6
HBO GO: Stream with TV Package,9,3.8,87723,32000000,10000000,0.0,1,9,2018-07-19,0
FOX,9,3.7,197774,44000000,10000000,0.0,3,9,2018-06-25,0
Telemundo Now,9,3.9,8674,19000000,1000000,0.0,1,9,2018-05-25,0
Tubi TV - Free Movies & TV,9,4.3,296771,11000000,10000000,0.0,1,9,2018-07-15,0
Nick,9,4.2,123279,25000000,10000000,0.0,2,9,2018-01-24,6
"Movies by Flixster, with Rotten Tomatoes",9,4.5,653008,16000000,10000000,0.0,0,9,2018-06-20,0
HISTORY: Watch TV Show Full Episodes & Specials,9,4.1,33387,20000000,1000000,0.0,1,9,2018-07-16,0
The CW,9,4.4,288150,21000000,5000000,0.0,1,9,2018-07-23,0
Redbox,9,4.1,115033,30000000,10000000,0.0,0,9,2018-07-02,0
Tribeca Shortlist - Handpicked Movies,9,3.9,801,57000000,100000,0.0,1,9,2018-03-21,0
A&E - Watch Full Episodes of TV Shows,9,4.0,29706,19000000,1000000,0.0,1,9,2018-07-16,0
VH1,9,4.1,27424,17000000,1000000,0.0,1,9,2018-07-08,0
MTV,9,3.8,35279,15000000,1000000,0.0,1,9,2018-07-08,0
Lifetime - Watch Full Episodes & Original Movies,9,4.0,35931,19000000,1000000,0.0,1,9,2018-07-16,0
Comedy Central,9,3.9,22378,19000000,1000000,0.0,1,9,2018-07-08,0
BET NOW - Watch Shows,9,4.2,14807,19000000,1000000,0.0,1,9,2018-07-08,0
FOX,9,3.7,197774,44000000,10000000,0.0,3,9,2018-06-25,0
Telemundo Now,9,3.9,8674,19000000,1000000,0.0,1,9,2018-05-25,0
Nick Jr. - Shows & Games,9,4.2,8968,35000000,1000000,0.0,0,9,2018-01-23,6
Sticker Market: Emoji keyboard,9,4.3,303,44000000,10000,0.0,1,9,2017-12-14,0
Laugh Out Loud by Kevin Hart,9,4.3,1856,20000000,100000,0.0,1,9,2018-08-01,0
ColorFul - Adult Coloring Book,9,4.6,50725,19000000,5000000,0.0,0,9,2018-05-25,0
Nick,9,4.2,123279,25000000,10000000,0.0,2,9,2018-01-24,6
Hamilton — The Official App,9,4.5,1575,43000000,100000,0.0,0,9,2018-07-13,0
Funny Quotes Free,9,4.2,23666,3600000,1000000,0.0,1,9,2018-05-04,0
LOL Pics (Funny Pictures),9,4.4,67554,7700000,1000000,0.0,1,9,2015-09-15,0
Meme Creator,9,4.2,38769,44000000,1000000,0.0,3,9,2015-09-22,0
"Imgur: Find funny GIFs, memes & watch viral videos",9,4.3,160164,12000000,10000000,0.0,1,9,2018-08-01,0
Meme Generator,9,4.6,3771,53000000,100000,2.99,3,9,2018-08-03,0
SketchBook - draw and paint,9,4.3,256664,77000000,10000000,0.0,0,9,2018-05-04,0
All Events in City,10,4.0,3782,9500000,100000,0.0,0,10,2018-06-12,0
Ticketmaster Event Tickets,10,4.0,40113,36000000,5000000,0.0,0,10,2018-07-23,0
Reminder,10,4.5,7074,6300000,500000,0.0,0,10,2018-06-25,0
Birdays - Birthday reminder,10,4.5,2153,5900000,50000,0.0,0,10,2017-12-14,0
Fever,10,4.0,20611,12000000,1000000,0.0,1,10,2018-07-18,0
DroidAdmin for Android - Advice,10,4.2,811,2800000,10000,0.0,0,10,2018-05-29,0
"SeatGeek – Tickets to Sports, Concerts, Broadway",10,4.4,15558,26000000,1000000,0.0,0,10,2018-08-03,0
my4D,10,4.6,573,8700000,100000,0.0,0,10,2018-07-12,0
VAN NIAN 2018 - Vietnamese Calendar,10,,37,16000000,10000,0.0,0,10,2017-11-27,0
Vivid Seats – Event Tickets,10,4.6,8232,53000000,1000000,0.0,0,10,2018-07-31,0
LBB - Find New & Unique Things To Do Around You,10,4.6,3874,14000000,100000,0.0,0,10,2018-07-27,0
Happy Birthday Songs Offline,10,4.4,464,8900000,100000,0.0,0,10,2017-12-04,0
Series Valley of the Wolves full of part,10,4.6,731,11000000,50000,0.0,0,10,2017-12-24,0
Mummatikabalkuragi,10,4.9,69,334000,1000,0.0,1,10,2018-07-22,0
"Gametime - Tickets to Sports, Concerts, Theater",10,4.5,8800,24000000,1000000,0.0,0,10,2018-07-17,0
"PTI Flex Maker, Photo Frame Editor & Songs 2018",10,4.6,99,13000000,10000,0.0,0,10,2018-07-06,0
Birthdays & Other Events,10,4.3,456,2800000,50000,0.0,0,10,2018-06-21,0
Sarajevo Film Festival - Official,10,,6,9700000,100,0.0,2,10,2018-07-31,0
Summer Madness,10,,4,1400000,100,0.0,0,10,2018-07-26,0
vide-greniers.org,10,4.3,5839,3500000,100000,0.0,0,10,2016-11-08,0
SUMMER SONIC app,10,5.0,4,61000000,500,0.0,0,10,2018-07-24,0
Quake & Volcanoes: 3D Globe of Volcanic Eruptions,10,4.4,663,6000000,100000,0.0,0,10,2017-10-14,0
Prosperity,10,5.0,16,2300000,100,0.0,0,10,2018-07-09,0
Picktrainer: India's largest photo contest app,10,4.5,1065,9000000,100000,0.0,0,10,2018-05-31,0
AAS-IN-ASIA 2018,10,,3,11000000,100,0.0,0,10,2018-07-04,0
Moot Peru 2018,10,,13,27000000,1000,0.0,0,10,2018-06-28,0
FM News,10,,46,3600000,5000,0.0,0,10,2018-07-04,0
Emmabodafestivalen,10,4.8,12,29000000,1000,0.0,2,10,2018-06-28,0
KudaGo - things to do in NY,10,4.4,4298,4400000,100000,0.0,0,10,2017-04-27,0
Mindvalley U Tallinn 2018,10,5.0,1,21000000,100,0.0,0,10,2018-07-03,0
Rockmaraton Info,10,,49,13000000,1000,0.0,0,10,2018-07-08,0
Freitas Auctioneer Official,10,3.7,100,27000000,50000,0.0,0,10,2017-12-15,0
mobLee Events,10,,11,11000000,5000,0.0,0,10,2018-05-30,0
"Xceed - Clubs, DJs, Festivals & Tickets",10,4.1,399,24000000,100000,0.0,0,10,2018-08-03,0
AMM Events & CPD,10,,5,6100000,100,0.0,0,10,2018-08-04,0
Arab Halls - For Wedding & Events,10,4.8,28,6300000,1000,0.0,0,10,2018-05-20,0
MeAuDote - An act of love that saves a life,10,,250,23000000,1000,0.0,0,10,2018-06-22,0
TCF National Conference,10,,1,34000000,100,0.0,0,10,2018-07-11,0
Endurance Lifestyle,10,4.6,7,3800000,500,0.0,1,10,2017-07-10,0
Citibanamex Movil,11,3.6,52306,42000000,5000000,0.0,0,11,2018-07-27,0
KTB Netbank,11,3.8,42644,19000000,5000000,0.0,0,11,2018-06-28,0
Mobile Bancomer,11,4.2,278082,70000000,10000000,0.0,0,11,2018-07-30,0
Nedbank Money,11,4.2,6076,32000000,500000,0.0,0,11,2018-07-28,0
SCB EASY,11,4.2,112656,93000000,5000000,0.0,0,11,2018-07-19,0
Itau bank,11,4.2,957973,40000000,10000000,0.0,0,11,2018-07-30,0
Nubank,11,4.7,130582,24000000,5000000,0.0,0,11,2018-08-02,0
IKO,11,4.7,167168,20000000,1000000,0.0,0,11,2018-07-04,0
Cash App,11,4.0,34428,15000000,10000000,0.0,0,11,2018-08-02,0
Standard Bank / Stanbic Bank,11,3.6,15247,28000000,1000000,0.0,0,11,2018-07-13,0
Bualuang mBanking,11,4.0,48445,10000000,5000000,0.0,0,11,2018-07-16,0
MyMo by GSB,11,4.2,21996,14000000,1000000,0.0,0,11,2018-07-19,0
Ecobank Mobile Banking,11,4.0,12073,42000000,1000000,0.0,0,11,2018-05-25,0
Banorte Movil,11,4.1,111632,65000000,1000000,0.0,0,11,2018-06-09,0
Wells Fargo Mobile,11,4.4,250706,37000000,10000000,0.0,0,11,2018-07-31,0
BZWBK24 mobile,11,4.5,64959,39000000,1000000,0.0,0,11,2018-06-18,0
PayPal,11,4.3,659741,47000000,50000000,0.0,0,11,2018-07-18,0
Capital One® Mobile,11,4.6,510392,79000000,10000000,0.0,0,11,2018-08-01,0
Zenith Bank Mobile App,11,4.3,7215,18000000,1000000,0.0,0,11,2018-07-23,0
Post Bank,11,4.5,60449,100000000,1000000,0.0,0,11,2018-07-23,0
İşCep,11,4.5,381788,32000000,10000000,0.0,0,11,2018-08-02,0
People's Bank,11,3.6,10697,46000000,1000000,0.0,0,11,2018-07-18,0
Transfer,11,4.1,31804,9800000,5000000,0.0,0,11,2018-07-27,0
T-Mobile in,11,3.5,3856,8200000,1000000,0.0,0,11,2018-07-31,0
TrueMoney Wallet,11,4.4,199684,18000000,5000000,0.0,0,11,2018-07-19,0
Bank of Brazil,11,4.5,1336246,39000000,10000000,0.0,0,11,2018-08-03,0
WiseBanyan - Invest For Free,11,4.2,257,44000000,10000,0.0,0,11,2018-07-31,0
Wells Fargo Daily Change,11,4.2,283,5000000,100000,0.0,0,11,2018-04-26,0
"Even - organize your money, get paid early",11,4.8,12304,21000000,100000,0.0,0,11,2018-08-02,0
Digit Save Money Automatically,11,4.5,8188,22000000,100000,0.0,0,11,2018-07-31,0
Stash: Invest. Learn. Save.,11,4.2,11919,23000000,1000000,0.0,0,11,2018-07-27,0
Expense IQ Money Manager,11,4.4,21570,27000000,1000000,0.0,0,11,2018-06-19,0
Wells Fargo Daily Change,11,4.2,283,5000000,100000,0.0,0,11,2018-04-26,0
"Prism Pay Bills, Track Money, Personal Finance",11,4.6,16961,32000000,500000,0.0,0,11,2018-08-04,0
Monefy - Money Manager,11,4.6,111254,7400000,1000000,0.0,0,11,2018-07-03,0
Simple - Better Banking,11,4.4,7731,24000000,100000,0.0,0,11,2018-08-02,0
Chime - Mobile Banking,11,4.3,5928,22000000,500000,0.0,0,11,2018-07-22,0
Walmart MoneyCard,11,4.2,6148,10000000,1000000,0.0,0,11,2018-06-01,0
Moven - Smart Finances,11,3.8,861,17000000,100000,0.0,0,11,2018-05-29,0
Qapital - Save Small. Live Large,11,4.5,8662,38000000,100000,0.0,0,11,2018-07-20,0
Experian - Free Credit Report,11,4.6,23130,46000000,1000000,0.0,0,11,2018-07-12,0
Branch,11,4.6,69973,3800000,1000000,0.0,0,11,2018-07-23,0
"WalletHub - Free Credit Score, Report & Monitoring",11,4.7,1311,9300000,50000,0.0,0,11,2018-06-19,0
CreditWise from Capital One,11,4.6,26587,8400000,1000000,0.0,0,11,2018-07-19,0
"NerdWallet: Personal Finance, Credit Score & Cash",11,4.6,2417,28000000,100000,0.0,0,11,2018-08-03,0
my face,11,3.8,1054,9700000,100000,0.0,0,11,2018-07-10,0
Credit Sesame,11,4.3,25166,11000000,1000000,0.0,0,11,2018-07-25,0
Fresh EBT - Food Stamp Balance,11,4.5,19870,7400000,1000000,0.0,0,11,2018-07-24,0
"Hurdlr: Track Mileage, Expenses, and Log Receipts",11,4.6,3596,19000000,100000,0.0,0,11,2018-07-20,0
Mobills: Budget Planner,11,4.6,161440,16000000,1000000,0.0,0,11,2018-08-03,0
Everlance: Free Mileage Log,11,4.7,7514,14000000,100000,0.0,0,11,2018-07-31,0
MileIQ - Free Mileage Tracker for Business,11,4.5,46106,22000000,1000000,0.0,0,11,2018-07-31,0
QuickBooks Self-Employed:Mileage Tracker and Taxes,11,4.4,15141,25000000,1000000,0.0,0,11,2018-07-24,0
FREE Stock Market Trading Tips,11,3.9,714,3600000,50000,0.0,0,11,2017-06-07,0
Stock Quote,11,4.1,4344,4500000,500000,0.0,0,11,2018-07-30,0
Stock Trainer: Virtual Trading (Stock Markets),11,4.4,42809,23000000,1000000,0.0,0,11,2018-07-27,0
US Stock Market,11,4.4,1922,4200000,100000,0.0,0,11,2018-08-01,0
E*TRADE Mobile,11,3.9,10658,58000000,1000000,0.0,0,11,2018-08-02,0
MSN Money- Stock Quotes & News,11,4.5,78361,22000000,1000000,0.0,0,11,2018-07-05,0
NSE Mobile Trading,11,4.1,13868,1400000,1000000,0.0,0,11,2017-08-03,0
"JStock - Stock Market, Portfolio & News",11,4.6,11066,9100000,500000,0.0,0,11,2018-07-18,0
Digit Save Money Automatically,11,4.5,8188,22000000,100000,0.0,0,11,2018-07-31,0
Current debit card and app made for teens,11,4.3,685,21000000,50000,0.0,0,11,2018-08-03,0
Betterment,11,4.4,3780,11000000,100000,0.0,0,11,2018-08-03,0
Citizens Bank Mobile Banking,11,4.1,15192,38000000,1000000,0.0,0,11,2018-05-23,0
GoBank,11,4.4,5950,12000000,500000,0.0,0,11,2018-06-01,0
NetSpend Prepaid,11,4.2,15993,45000000,1000000,0.0,0,11,2018-05-09,0
BBVA Compass Banking,11,4.3,5905,50000000,500000,0.0,0,11,2018-07-27,0
Simple - Better Banking,11,4.4,7731,24000000,100000,0.0,0,11,2018-08-02,0
PayPal,11,4.3,659760,47000000,50000000,0.0,0,11,2018-07-18,0
BankMobile Vibe App,11,4.3,14627,23000000,1000000,0.0,0,11,2018-07-09,0
Netspend Skylight ONE,11,3.9,1098,46000000,100000,0.0,0,11,2018-05-09,0
ACE Elite,11,4.1,2898,45000000,100000,0.0,0,11,2018-05-09,0
U.S. Bank,11,4.1,70782,50000000,1000000,0.0,0,11,2018-07-25,0
Huntington Mobile,11,4.2,11264,24000000,1000000,0.0,0,11,2018-06-26,0
USAA Mobile,11,4.5,100997,33000000,5000000,0.0,0,11,2018-07-27,0
Associated Credit Union Mobile,11,4.7,3290,12000000,50000,0.0,0,11,2018-05-30,0
Bank of America Mobile Banking,11,4.4,341090,53000000,10000000,0.0,0,11,2018-07-31,0
USE Credit Union Mobile,11,4.6,964,14000000,10000,0.0,0,11,2018-06-12,0
Discover Mobile,11,4.6,87951,68000000,5000000,0.0,0,11,2018-07-23,0
Wells Fargo Mobile,11,4.4,250719,37000000,10000000,0.0,0,11,2018-07-31,0
Capital One® Mobile,11,4.6,510401,79000000,10000000,0.0,0,11,2018-08-01,0
Amex Mobile,11,4.3,24729,32000000,1000000,0.0,0,11,2018-08-03,0
Citi Mobile®,11,4.0,78306,46000000,5000000,0.0,0,11,2018-07-31,0
Navy Federal Credit Union,11,4.4,43313,40000000,1000000,0.0,0,11,2018-07-09,0
Chase Mobile,11,4.6,1374549,32000000,10000000,0.0,0,11,2018-07-23,0
Barclays US for Android,11,4.1,6998,24000000,1000000,0.0,0,11,2018-08-01,0
McDonald's,12,3.6,145323,42000000,10000000,0.0,0,12,2018-07-31,0
Easy and Fast Recipes,12,,95,12000000,50000,0.0,0,12,2018-01-06,0
Cookpad - FREE recipe search makes fun cooking · musical making!,12,4.1,64784,13000000,10000000,0.0,0,12,2018-08-02,0
DELISH KITCHEN - FREE recipe movies make food fun and easy!,12,4.6,32997,13000000,1000000,0.0,0,12,2018-08-04,0
Sumine side dish - dish recipe side dish,12,,82,4900000,10000,0.0,0,12,2018-06-23,0
Easy Recipes,12,4.7,2707,8900000,100000,0.0,0,12,2018-05-15,0
Tastely,12,4.7,611136,19000000,10000000,0.0,0,12,2018-07-13,0
Frigo Magic: Easy recipe idea and anti-waste,12,4.1,2473,14000000,500000,0.0,0,12,2018-07-28,0
McDonald's - McDonald's Japan,12,3.4,109784,64000000,10000000,0.0,0,12,2018-08-03,0
Debonairs Pizza,12,3.8,3320,8400000,500000,0.0,0,12,2018-08-04,0
Popeyes® App,12,3.7,61,11000000,50000,0.0,0,12,2018-07-23,0
Dunkin' Donuts,12,4.2,68103,66000000,1000000,0.0,0,12,2018-06-20,0
Refreshing app Free application that can use deal coupons,12,3.5,10741,41000000,1000000,0.0,0,12,2018-07-23,0
Simple Recipes,12,4.7,3803,15000000,500000,0.0,0,12,2018-02-22,0
Grubhub: Food Delivery,12,4.5,155944,35000000,5000000,0.0,0,12,2018-08-02,0
Panera Bread,12,4.2,10159,36000000,1000000,0.0,0,12,2018-07-17,0
Chick-fil-A,12,4.3,28008,17000000,5000000,0.0,0,12,2018-08-03,0
hellofood - Food Delivery,12,4.0,43614,25000000,1000000,0.0,0,12,2016-10-12,0
Starbucks,12,4.5,455377,35000000,10000000,0.0,0,12,2018-08-01,0
Easy and quick desserts,12,4.6,1398,10000000,100000,0.0,2,12,2018-06-14,0
Chef - Recipes & Cooking,12,4.1,32405,12000000,5000000,0.0,0,12,2018-07-03,0
HungerStation,12,3.8,22513,11000000,1000000,0.0,0,12,2018-05-21,0
Dr. Oetker recipe ideas,12,4.2,8509,17000000,1000000,0.0,0,12,2018-07-12,0
SONIC Drive-In,12,4.3,19314,43000000,1000000,0.0,0,12,2018-07-31,0
SUBWAY®,12,3.8,21314,41000000,1000000,0.0,0,12,2018-07-24,0
Dairy Queen,12,3.7,731,43000000,100000,0.0,0,12,2018-07-25,0
9th stage,12,4.5,454,16000000,100000,0.0,0,12,2018-03-28,0
OpenRice,12,3.6,14952,39000000,1000000,0.0,0,12,2018-06-08,0
SarashpazPapion (Cooking with Chef Bowls),12,4.8,1250,13000000,50000,0.0,0,12,2018-07-28,0
Little Caesars,12,3.3,1726,30000000,500000,0.0,0,12,2018-07-19,0
Recipes Pastries and homemade pies More than 500 recipes for pastries,12,4.7,14065,7100000,500000,0.0,0,12,2018-06-12,0
Om Waleed Sweets,12,4.6,556,23000000,100000,0.0,1,12,2018-01-25,0
"Eat Fast Prepare ""Without Internet""",12,4.6,4925,17000000,1000000,0.0,0,12,2018-06-10,0
Wendy’s – Food and Offers,12,3.4,6507,18000000,1000000,0.0,0,12,2018-04-12,0
Healthy Recipes Free,12,4.0,1077,17000000,100000,0.0,0,12,2017-10-18,0
ChefTap Recipes & Grocery List,12,4.5,9066,15000000,500000,0.0,0,12,2018-04-25,0
Recipe Keeper,12,4.4,1962,22000000,100000,0.0,0,12,2018-06-27,0
50 Healthy Slow Cooker Recipes,12,4.0,196,9000000,10000,0.0,2,12,2017-02-17,0
Easy Healthy Recipes,12,4.1,278,7200000,50000,0.0,0,12,2018-07-20,0
Paprika Recipe Manager,12,4.1,1268,2300000,50000,4.99,0,12,2018-06-03,0
Yummly Recipes & Shopping List,12,4.5,91359,27000000,1000000,0.0,0,12,2018-07-05,0
Cookpad,12,4.5,131569,8200000,10000000,0.0,0,12,2018-08-03,0
"BigOven Recipes, Meal Planner, Grocery List & More",12,4.3,31986,76000000,1000000,0.0,1,12,2017-11-23,0
Postmates Food Delivery: Order Eats & Alcohol,12,3.6,22875,22000000,1000000,0.0,0,12,2018-07-27,0
OpenTable: Restaurants Near Me,12,4.6,90242,19000000,5000000,0.0,0,12,2018-07-31,0
Munchery: Chef Crafted Fresh Food Delivered,12,3.9,464,28000000,50000,0.0,0,12,2018-05-22,0
Grubhub: Food Delivery,12,4.5,155944,35000000,5000000,0.0,0,12,2018-08-02,0
Postmates Food Delivery: Order Eats & Alcohol,12,3.6,22875,22000000,1000000,0.0,0,12,2018-07-27,0
EatStreet Food Delivery App,12,4.6,7690,25000000,100000,0.0,0,12,2018-07-03,0
Pizza Hut,12,4.4,321134,30000000,10000000,0.0,0,12,2018-06-12,0
Caviar - Food Delivery,12,4.2,3755,8500000,100000,0.0,0,12,2018-07-20,0
Chick-fil-A,12,4.3,28009,17000000,5000000,0.0,0,12,2018-08-03,0
Uber Eats: Local Food Delivery,12,4.2,333208,34000000,10000000,0.0,0,12,2018-08-01,0
Seamless Food Delivery/Takeout,12,4.5,35218,34000000,1000000,0.0,0,12,2018-08-02,0
TheFork - Restaurants booking and special offers,12,4.3,37517,17000000,5000000,0.0,0,12,2018-07-20,0
foodpanda - Local Food Delivery,12,4.0,292969,16000000,10000000,0.0,0,12,2018-07-30,0
Home Workout - No Equipment,13,4.8,428156,15000000,10000000,0.0,0,13,2018-06-28,0
Step Counter - Calorie Counter,13,4.0,1577,2200000,500000,0.0,0,13,2017-08-12,0
Lose Belly Fat in 30 Days - Flat Stomach,13,4.9,38098,11000000,5000000,0.0,0,13,2018-06-21,0
Pedometer - Step Counter Free & Calorie Burner,13,4.8,31139,6900000,1000000,0.0,0,13,2018-07-24,0
Six Pack in 30 Days - Abs Workout,13,4.9,272337,13000000,10000000,0.0,0,13,2018-06-21,0
Lose Weight in 30 Days,13,4.8,220125,11000000,10000000,0.0,0,13,2018-07-31,0
Pedometer,13,4.4,400592,2900000,10000000,0.0,0,13,2018-07-04,0
LG Health,13,3.3,20098,25000000,10000000,0.0,0,13,2018-05-14,0
Step Counter - Pedometer Free & Calorie Counter,13,4.7,117925,7000000,10000000,0.0,0,13,2018-07-24,0
"Pedometer, Step Counter & Weight Loss Tracker App",13,4.6,548021,27000000,10000000,0.0,0,13,2018-08-02,0
Sportractive GPS Running Cycling Distance Tracker,13,4.8,48276,7500000,1000000,0.0,0,13,2018-08-04,0
Home Workout for Men - Bodybuilding,13,4.8,12705,15000000,1000000,0.0,0,13,2018-07-10,0
Fat Burning Workout - Home Weight lose,13,4.5,706,9400000,100000,0.0,0,13,2018-07-24,0
Buttocks and Abdomen,13,4.4,465,6400000,500000,0.0,0,13,2018-06-07,0
Walking for Weight Loss - Walk Tracker,13,4.5,644,5500000,100000,0.0,0,13,2018-07-25,0
Running & Jogging,13,4.5,6238,3900000,500000,0.0,0,13,2018-07-30,0
Walk with Map My Walk,13,4.5,144040,55000000,5000000,0.0,0,13,2018-07-27,0
Sleep Sounds,13,4.8,51227,28000000,1000000,0.0,0,13,2018-07-13,0
