,App,Category,Rating,Reviews,Size,Installs,Price,Content Rating,GenrePrincipal,Last Updated,GenreSecondaire
2110,Transformers Rescue Bots: Disaster Dash,18,4.4,19245,25000000,1000000,0.0,0,19,2018-03-28,3
2111,Mcqueen Coloring pages,18,,65,7000000,100000,0.0,0,0,2018-03-07,3
2112,PAC-MAN Pop,18,4.3,24877,54000000,5000000,0.0,0,23,2018-06-20,3
2113,Monster Truck Driver & Racing,18,4.4,765,51000000,1000000,0.0,0,8,2017-01-19,3
2115,Strawberry Shortcake BerryRush,18,4.3,525552,48000000,10000000,0.0,0,22,2017-10-15,3
2116,Little Fire Station,18,4.2,3762,44000000,1000000,0.0,0,8,2018-07-02,3
2117,Ice Cream Jump,18,4.2,141363,8700000,10000000,0.0,0,19,2018-01-21,3
2118,Disney Magic Kingdoms: Build Your Own Magical Park,18,4.3,472584,91000000,10000000,0.0,0,27,2018-08-02,3
2119,Turbo FAST,18,4.3,1329192,97000000,50000000,0.0,0,26,2017-10-04,3
2120,My Little Pony: Harmony Quest,18,4.1,148295,26000000,10000000,0.0,0,19,2018-03-05,3
2121,Transformers Rescue Bots: Hero Adventures,18,4.2,41273,16000000,5000000,0.0,0,17,2018-07-05,3
2123,Equestria Girls,18,4.3,392596,53000000,10000000,0.0,0,30,2016-07-22,3
2124,DC Super Hero Girls™,18,4.3,43060,95000000,5000000,0.0,0,22,2018-06-29,3
2125,Disney Crossy Road,18,4.5,514088,83000000,10000000,0.0,0,18,2018-05-30,3
2126,Touch Racing 2 - Mini RC Race,18,4.1,41867,78000000,1000000,0.0,0,26,2017-05-18,3
2127,Toca Kitchen 2,18,4.5,1014846,56000000,50000000,0.0,0,31,2017-06-29,1
2128,Doctor Pets,18,4.2,23060,21000000,1000000,0.0,0,31,2018-07-26,4
2129,Supermarket – Game for Kids,18,4.4,112080,26000000,10000000,0.0,0,19,2018-07-26,1
2130,Supermarket Manager: Cashier Simulator Kids Games,18,4.0,15489,60000000,1000000,0.0,0,19,2017-10-11,1
2131,Kids Animals Jigsaw Puzzles 😄,18,4.1,51895,22000000,10000000,0.0,0,31,2018-06-16,5
2132,DC Super Hero Girls™,18,4.3,43060,95000000,5000000,0.0,0,22,2018-06-29,3
2133,Strawberry Shortcake BerryRush,18,4.3,525552,48000000,10000000,0.0,0,22,2017-10-15,3
2134,Inside Out Thought Bubbles,18,4.4,623398,58000000,10000000,0.0,0,23,2017-08-31,5
2135,Disney Magic Kingdoms: Build Your Own Magical Park,18,4.3,472584,91000000,10000000,0.0,0,27,2018-08-02,3
2136,Monster High™,18,4.1,66661,22000000,5000000,0.0,0,19,2018-02-02,1
2137,Cute Pet Puppies,18,4.0,10447,36000000,1000000,0.0,0,27,2016-02-18,3
2138,Frozen Free Fall,18,4.3,1574197,37000000,50000000,0.0,0,23,2018-07-27,3
2139,Monster High™ Minis Mania,18,4.6,19170,70000000,1000000,0.0,0,21,2017-03-15,3
2140,Shopkins World!,18,4.3,169609,34000000,10000000,0.0,0,18,2018-06-13,3
2141,Monica Toy TV,18,4.7,6188,49000000,500000,0.0,2,9,2018-04-03,6
2142,Toy Guitar with songs for kids,18,4.3,1369,9800000,500000,0.0,0,33,2016-03-05,6
2143,Endless Numbers,18,4.4,2952,37000000,500000,0.0,0,8,2018-06-19,4
2145,Sworkit Kids - Fitness Meets Fun,18,4.7,9856,55000000,100000,0.0,0,13,2016-02-02,4
2146,Earth to Luna! Watch and Play,18,3.9,10753,84000000,1000000,0.0,0,31,2018-07-23,4
2147,Nancy Drew Codes and Clues,18,4.1,154,16000000,10000,0.0,0,31,2017-01-13,4
2148,Masha and the Bear Child Games,18,4.1,288523,92000000,10000000,0.0,0,17,2018-05-08,4
2149,codeSpark Academy & The Foos,18,4.1,4522,57000000,500000,0.0,0,31,2018-06-21,4
2151,Toca Life: City,18,4.7,31100,24000000,500000,3.99,0,8,2018-07-06,1
2152,LEGO® Friends,18,4.4,854,6900000,10000,4.99,0,19,2015-12-01,1
2153,My Little Work – Garage,18,4.3,560,44000000,10000,3.99,0,19,2015-06-17,4
2154,"Alizay, pirate girl",18,4.5,197,11000000,1000,2.99,0,19,2017-03-23,3
2155,Word Search Games in english,18,4.3,63186,16000000,10000000,0.0,0,23,2018-07-12,5
2156,Chess Free,18,4.3,23772,17000000,5000000,0.0,0,28,2017-08-02,5
2157,Tic Tac Toe,18,4.1,6007,18000000,1000000,0.0,0,28,2017-07-03,3
2158,Dominos Game ✔️,18,4.1,2903,16000000,1000000,0.0,0,28,2018-07-05,5
2159,Checkers ✔️,18,4.1,3617,19000000,1000000,0.0,0,28,2018-07-24,5
2160,Crazy Colors: Bubbles Matching,18,4.6,3063,1600000,100000,0.0,0,28,2018-05-24,5
2161,Chess for Kids - Play & Learn,18,4.1,3234,47000000,100000,0.0,0,23,2018-05-15,5
2162,Block Puzzle : Night in Egypt,18,4.4,276,16000000,50000,0.0,0,23,2017-09-12,5
2163,Mosaic puzzles,18,4.4,1595,14000000,500000,0.0,0,23,2018-07-04,5
2165,RISK: Global Domination,18,4.0,68559,75000000,5000000,0.0,0,28,2018-07-31,3
2166,Pino chess,18,4.8,61,25000000,1000,0.0,0,19,2017-01-26,5
2167,Chess PRO Free,18,3.8,1123,5700000,100000,0.0,0,28,2016-09-08,5
2169,All-in-One Mahjong 3 FREE,18,4.5,566,17000000,50000,0.0,0,28,2018-06-13,5
2170,Hactar Go,18,4.8,97,3500000,1000,2.99,0,28,2018-03-30,5
2171,All-in-One Mahjong 3,18,4.4,38,16000000,100,0.99,0,28,2018-06-14,5
2172,World Racers family board game,18,4.8,4,42000000,100,0.99,0,28,2015-09-03,1
2173,SweetLand — Family Board Game,18,4.2,38,47000000,1000,0.99,0,19,2014-11-14,1
2174,Steam: Rails to Riches,18,4.2,214,67000000,5000,4.99,0,28,2017-12-13,5
2175,Whoowasit? - Best kids game!,18,4.0,248,26000000,5000,2.99,0,28,2018-07-24,3
2176,Lanterns: The Harvest Festival,18,4.7,185,72000000,1000,4.99,0,28,2018-05-01,5
2177,Tsuro - The Game of the Path,18,4.7,2195,37000000,10000,2.99,0,28,2016-08-02,5
2178,THE aMAZEing Labyrinth,18,3.9,1615,1200000,10000,4.99,0,28,2016-02-09,5
2179,Chess and Mate,18,4.5,359,17000000,5000,4.99,0,28,2015-08-12,5
2180,Kids Balloon Pop Game Free 🎈,18,4.1,38021,19000000,10000000,0.0,0,19,2018-07-06,6
2181,Sounds for Toddlers FREE,18,4.4,6190,23000000,1000000,0.0,0,31,2015-08-24,4
2182,Elmo Calls by Sesame Street,18,3.9,6903,25000000,1000000,0.0,0,31,2018-01-31,1
2183,Sago Mini Friends,18,4.4,13155,83000000,1000000,0.0,0,8,2016-06-16,1
2184,Papumba Academy - Fun Learning For Kids,18,4.4,496,94000000,100000,0.0,0,8,2018-07-11,4
2185,Tee and Mo Bath Time Free,18,3.6,418,97000000,100000,0.0,0,31,2016-11-07,4
2186,Bita and the Animals - Pelos Ares,18,4.4,1160,37000000,100000,0.0,0,8,2013-05-22,6
2187,TO-FU Oh!SUSHI,18,4.1,59917,92000000,5000000,0.0,0,8,2018-07-31,1
2188,DreamWorks Friends,18,3.6,1042,48000000,100000,0.0,0,30,2017-08-04,1
2189,Avokiddo Emotions,18,4.6,73,12000000,1000,2.99,0,8,2018-05-21,1
2190,Nighty Night Circus,18,4.3,382,15000000,10000,2.99,0,8,2017-03-07,3
2191,Sago Mini Babies,18,4.5,253,83000000,10000,3.99,0,8,2016-10-28,1
2192,Dr. Panda & Toto's Treehouse,18,4.4,3396,9500000,50000,3.99,0,19,2014-12-09,1
2193,Kids Balloon Pop Game Free 🎈,18,4.1,38021,19000000,10000000,0.0,0,19,2018-07-06,6
2194,Sounds for Toddlers FREE,18,4.4,6190,23000000,1000000,0.0,0,31,2015-08-24,4
2195,Elmo Calls by Sesame Street,18,3.9,6903,25000000,1000000,0.0,0,31,2018-01-31,1
2196,Sago Mini Friends,18,4.4,13155,83000000,1000000,0.0,0,8,2016-06-16,1
2197,Papumba Academy - Fun Learning For Kids,18,4.4,496,94000000,100000,0.0,0,8,2018-07-11,4
2198,Tee and Mo Bath Time Free,18,3.6,418,97000000,100000,0.0,0,31,2016-11-07,4
2199,Bita and the Animals - Pelos Ares,18,4.4,1160,37000000,100000,0.0,0,8,2013-05-22,6
2200,TO-FU Oh!SUSHI,18,4.1,59917,92000000,5000000,0.0,0,8,2018-07-31,1
2201,DreamWorks Friends,18,3.6,1042,48000000,100000,0.0,0,30,2017-08-04,1
2202,Avokiddo Emotions,18,4.6,73,12000000,1000,2.99,0,8,2018-05-21,1
2203,Nighty Night Circus,18,4.3,382,15000000,10000,2.99,0,8,2017-03-07,3
2204,Sago Mini Babies,18,4.5,253,83000000,10000,3.99,0,8,2016-10-28,1
2205,Dr. Panda & Toto's Treehouse,18,4.4,3396,9500000,50000,3.99,0,19,2014-12-09,1
2206,ROBLOX,18,4.5,4450890,67000000,100000000,0.0,2,17,2018-07-31,3
2210,Barbie Life™,18,3.9,133117,63000000,5000000,0.0,0,19,2018-07-12,1
2211,Baby Panda Care,18,4.2,108795,49000000,10000000,0.0,0,31,2018-06-15,1
2212,Palace Pets in Whisker Haven,18,4.1,47213,14000000,5000000,0.0,0,9,2017-12-09,1
2213,Sweet Baby Girl - Dream House and Play Time,18,3.9,95537,58000000,10000000,0.0,0,31,2018-07-13,4
2214,Monster High™,18,4.1,66660,22000000,5000000,0.0,0,19,2018-02-02,1
2215,Hello Kitty Lunchbox,18,4.2,51838,15000000,5000000,0.0,0,19,2017-11-21,2
2217,Sweet Baby Girl Newborn Baby,18,3.8,36028,50000000,5000000,0.0,0,31,2018-07-02,4
2218,COOKING MAMA Let's Cook!,18,4.3,528745,59000000,10000000,0.0,0,31,2018-07-26,1
2219,Shopkins World!,18,4.3,169609,34000000,10000000,0.0,0,18,2018-06-13,3
2221,Ever After High™ Charmed Style,18,3.9,44062,54000000,1000000,0.0,0,19,2016-12-30,1
2222,Equestria Girls,18,4.3,392596,53000000,10000000,0.0,0,30,2016-07-22,3
2225,Frozen Free Fall,18,4.3,1574204,37000000,50000000,0.0,0,23,2018-07-27,3
2226,Nick,18,4.2,123322,25000000,10000000,0.0,2,9,2018-01-24,6
2227,Thomas & Friends: Race On!,18,4.1,29319,26000000,5000000,0.0,0,19,2018-05-18,3
2228,Mad Libs,18,4.0,8126,61000000,1000000,0.0,0,9,2018-07-31,5
2229,Inside Out Thought Bubbles,18,4.4,623398,58000000,10000000,0.0,0,23,2017-08-31,5
2230,ABCmouse.com,18,4.3,50887,91000000,5000000,0.0,0,8,2018-07-03,4
2231,My Little Pony Celebration,18,4.3,63160,17000000,1000000,0.0,0,27,2016-07-22,1
2232,Sago Mini Friends,18,4.4,13155,83000000,1000000,0.0,0,8,2016-06-16,1
2233,Thomas & Friends: Delivery,18,4.2,28737,17000000,1000000,0.0,0,19,2016-02-05,3
2235,Nasty Goats,18,4.3,45579,64000000,1000000,0.0,0,18,2016-04-14,3
2236,Starfall Free & Member,18,4.2,19720,41000000,1000000,0.0,0,8,2017-11-07,4
2237,Animal Jam - Play Wild!,18,4.6,361970,58000000,5000000,0.0,0,19,2018-08-02,1
2238,Video Editor,18,4.1,159619,23000000,5000000,0.0,0,34,2018-07-17,2
2239,Real Racing 3,18,4.5,354384,71000000,10000000,0.0,0,26,2018-07-02,3
2242,Card Wars - Adventure Time,18,4.3,129603,23000000,1000000,2.99,2,20,2016-02-11,3
2243,Monash Uni Low FODMAP Diet,19,4.2,1135,12000000,100000,9.0,0,35,2018-07-16,0
2244,iBP Blood Pressure,19,4.4,578,704000,10000,0.99,0,35,2014-11-30,0
2245,Pedi STAT,19,4.6,129,2900000,10000,5.49,0,35,2018-04-06,0
2246,ASCCP Mobile,19,4.5,63,25000000,10000,9.99,0,35,2016-10-03,0
2248,Paramedic Protocol Provider,19,4.5,171,20000000,10000,10.0,2,35,2017-09-21,0
2249,MommyMeds,19,3.2,45,21000000,5000,3.99,0,35,2017-11-15,0
2250,Medical ID - In Case of Emergency (ICE),19,4.6,717,5400000,5000,5.99,0,35,2018-05-31,0
2251,Human Anatomy Atlas 2018: Complete 3D Human Body,19,4.5,2921,25000000,100000,24.99,0,35,2018-05-25,0
2252,Essential Anatomy 3,19,4.1,1533,42000000,50000,11.99,3,35,2014-08-07,0
2253,Vargo Anesthesia Mega App,19,4.6,92,32000000,1000,79.99,0,35,2018-06-18,0
2254,EMT Review Plus,19,4.5,199,1800000,10000,11.99,0,35,2018-06-27,0
2255,Muscle Trigger Point Anatomy,19,4.4,1361,33000000,50000,2.99,0,35,2018-07-17,0
2256,2017 EMRA Antibiotic Guide,19,4.4,12,3800000,1000,16.99,0,35,2017-01-27,0
2257,ASRA Coags,19,4.4,15,5800000,1000,3.99,0,35,2018-08-01,0
2258,IBM Micromedex Drug Info,19,3.8,206,9500000,10000,2.99,0,35,2018-04-25,0
2259,Diabetes & Diet Tracker,19,4.6,395,19000000,1000,9.99,0,35,2018-07-16,0
2261,Block Buddy,19,4.0,15,5000000,1000,14.99,0,35,2018-08-01,0
2262,Super Hearing Secret Voices Recorder PRO,19,5.0,3,23000000,100,2.99,0,35,2018-04-20,0
2263,EMT Study - NREMT Test Prep,19,4.3,35,862000,5000,3.99,0,35,2014-12-03,0
2264,Calcium Pro,19,3.4,77,9900000,5000,2.99,0,35,2017-04-18,0
2265,Arrhythmias and Dysrhythmias,19,,3,24000000,500,1.0,0,35,2016-01-24,0
2266,EMT PASS,19,3.4,51,2400000,1000,29.99,0,35,2014-10-22,0
2267,Pocket Lab Values,19,4.3,214,899000,10000,2.99,0,35,2012-11-22,0
2268,Medical terms (OFFLINE),19,4.4,104,38000000,1000,2.99,1,35,2018-05-24,0
2269,"Cardiac diagnosis (heart rate, arrhythmia)",19,4.4,8,6500000,100,12.99,0,35,2018-07-25,0
2270,ERres- Emergency Medicine,19,4.2,45,14000000,1000,4.99,0,35,2015-08-18,0
2271,FHR 5-Tier 2.0,19,5.0,2,1200000,500,2.99,0,35,2015-12-16,0
2272,AnatomyMapp,19,4.1,80,48000000,5000,14.99,0,35,2013-11-05,0
2273,OptoDrum,19,3.9,10,378000,1000,5.99,0,35,2015-05-26,0
2274,"Migraine, Headache Diary HeadApp Pro",19,4.6,156,22000000,500,3.49,0,35,2018-03-14,0
2275,Blood Pressure Companion,19,4.2,178,4800000,1000,0.99,0,35,2018-07-22,0
2277,"Muscle Premium - Human Anatomy, Kinesiology, Bones",19,4.2,168,25000000,10000,24.99,0,35,2017-08-11,0
2278,CCHT PREP,19,3.6,25,266000,1000,10.99,0,35,2016-12-08,0
2279,Paramedic Meds,19,4.5,163,375000,10000,1.99,0,35,2015-08-03,0
2280,Advanced Comprehension Therapy,19,,3,62000000,100,24.99,0,35,2017-10-05,0
2281,OmniMedix Medical Calculator,19,4.7,25,1200000,1000,4.99,0,35,2016-06-11,0
2283,Lab Values + Medical Reference,19,4.5,133,2800000,10000,2.99,0,35,2014-08-02,0
2284,Recognise Foot,19,4.2,9,95000000,1000,7.49,0,35,2017-09-14,0
2285,Anti Mosquito simulation,19,4.2,74,2600000,1000,1.5,0,35,2014-09-06,0
2286,Pain Tracker & Diary,19,4.3,3,4600000,100,2.99,0,35,2018-01-02,0
2288,Whist - Tinnitus Relief,19,4.1,12,5100000,1000,1.99,0,35,2017-03-02,0
2289,Critical Care Paramedic Review,19,4.4,17,1800000,1000,9.99,2,35,2018-05-14,0
2292,"End Anxiety Pro - Stress, Panic Attack Help",19,4.2,33,53000000,1000,3.99,0,35,2018-05-08,0
2293,Acupuncture Assistant,19,4.5,492,39000000,10000,7.99,0,35,2018-04-13,0
2294,Number Therapy,19,,0,5300000,50,14.99,0,35,2017-10-03,0
2295,InfantRisk Center HCP,19,2.6,41,14000000,1000,9.99,0,35,2015-05-06,0
2296,EMT Tutor NREMT-B Study Guide,19,4.6,625,8400000,10000,3.99,0,35,2017-01-08,0
2297,Hospitalist Handbook,19,4.8,12,18000000,1000,19.99,0,35,2017-06-05,0
2298,PTA Content Master,19,4.2,64,41000000,1000,29.99,0,35,2015-12-22,0
2299,Navi Radiography Pro,19,4.7,11,100000000,500,15.99,0,35,2018-01-14,0
2300,Nursing Care Plan NANDA Tables,19,3.0,4,3400000,500,0.99,0,35,2017-05-09,0
2301,A Manual of Acupuncture,19,3.5,214,68000000,1000,33.99,0,35,2017-10-02,0
2302,palmPEDi: Pediatric Tape,19,4.6,66,2600000,5000,0.99,0,35,2013-12-02,0
2303,GoodRx Drug Prices and Coupons,19,4.8,59158,11000000,1000000,0.0,0,35,2018-07-26,0
2305,FollowMyHealth®,19,4.6,73118,37000000,1000000,0.0,0,35,2018-05-10,0
2307,Ovia Pregnancy Tracker & Baby Countdown Calendar,19,4.8,102858,9800000,1000000,0.0,0,35,2018-08-03,0
2308,Teladoc Member,19,4.0,2094,23000000,500000,0.0,0,35,2018-07-26,0
2309,myAir™ for Air10™ by ResMed,19,3.7,236,18000000,50000,0.0,0,35,2018-07-25,0
2310,Blood Pressure,19,4.2,33033,7400000,5000000,0.0,0,35,2018-07-24,0
2311,Pregnancy Week By Week,19,4.8,78825,11000000,1000000,0.0,0,35,2018-08-02,0
2313,BioLife Plasma Services,19,3.5,250,23000000,100000,0.0,0,35,2018-07-09,0
2314,OneTouch Reveal,19,3.9,6266,34000000,500000,0.0,0,35,2018-05-22,0
2315,To,19,4.2,22,15000000,10000,0.0,0,35,2018-05-30,0
2316,Ovia Fertility Tracker & Ovulation Calculator,19,4.8,53743,13000000,1000000,0.0,0,35,2018-07-27,0
2317,Anthem Anywhere,19,2.7,2657,24000000,500000,0.0,0,35,2018-07-27,0
2318,Blood Donor,19,4.2,4476,20000000,500000,0.0,0,35,2018-07-31,0
2319,My Calendar - Period Tracker,19,4.7,156410,14000000,5000000,0.0,0,35,2018-08-03,0
2320,Youper - AI Therapy,19,4.6,2006,69000000,50000,0.0,0,35,2018-08-03,0
2321,Zocdoc: Find Doctors & Book Appointments,19,4.5,6099,38000000,500000,0.0,0,35,2018-07-31,0
2322,1800 Contacts - Lens Store,19,4.7,23160,26000000,1000000,0.0,0,35,2018-07-27,0
2323,Blood Pressure Log - MyDiary,19,4.7,8348,2600000,500000,0.0,0,35,2018-04-13,0
2324,PulsePoint Respond,19,4.5,7837,21000000,100000,0.0,0,35,2018-07-31,0
2325,Ovia Parenting & Baby Development Tracker,19,4.7,6185,38000000,100000,0.0,0,35,2018-08-03,0
2326,MyQuest for Patients,19,4.0,3803,16000000,100000,0.0,0,35,2018-03-13,0
2327,OptumRx,19,3.4,1838,21000000,100000,0.0,0,35,2018-07-02,0
2328,CVS Caremark,19,3.5,3707,10000000,500000,0.0,0,35,2018-07-28,0
2329,fred's Pharmacy,19,3.0,315,22000000,100000,0.0,0,35,2017-10-10,0
2330,Ada - Your Health Guide,19,4.7,87418,14000000,1000000,0.0,0,35,2018-07-16,0
2331,mySugr: the blood sugar tracker made just for you,19,4.6,21189,36000000,1000000,0.0,0,35,2018-08-06,0
2332,ClearCareGo Caregiver,19,4.2,1746,16000000,50000,0.0,0,35,2018-07-25,0
2333,Pregnancy Calculator and Tracker app,19,4.8,69126,61000000,1000000,0.0,0,35,2018-06-01,0
2334,All Mental disorders,19,4.5,453,11000000,100000,0.0,0,35,2017-07-07,0
2335,DreamMapper,19,4.2,10710,8500000,100000,0.0,0,35,2018-07-03,0
2336,ScriptSave WellRx Rx Discounts,19,3.8,700,37000000,100000,0.0,0,35,2018-06-21,0
2339,MoodSpace,19,4.5,503,22000000,50000,0.0,0,35,2018-06-10,0
2340,Pill Identifier and Drug list,19,4.0,488,17000000,100000,0.0,0,35,2018-08-01,0
2341,HealtheLife,19,3.6,190,7700000,100000,0.0,0,35,2018-01-02,0
2342,SonicCloud: Hearing App,19,4.4,15,39000000,1000,0.0,0,35,2018-07-19,0
2343,Migraine Buddy - The Migraine and Headache tracker,19,4.7,26862,30000000,500000,0.0,0,35,2018-06-25,0
2344,Period Tracker,19,4.9,100082,3700000,1000000,0.0,0,35,2018-07-09,0
2345,LabCorp | Patient,19,3.6,27,28000000,10000,0.0,0,35,2018-04-19,0
2346,Anatomy Learning - 3D Atlas,19,4.5,72167,16000000,1000000,0.0,0,35,2018-07-18,0
2347,Super Hearing Super Ear Amplifier,19,4.1,21,20000000,1000,0.0,0,35,2018-06-11,0
2348,Moodpath - Depression & Anxiety Test,19,4.6,6035,8900000,100000,0.0,0,35,2018-07-05,0
2349,Teach Me Anatomy,19,4.7,9945,97000000,500000,0.0,0,35,2018-07-05,0
2350,Baritastic - Bariatric Tracker,19,4.7,4318,12000000,100000,0.0,0,35,2018-07-26,0
2351,Brilliant Distinctions®,19,2.8,78,72000000,50000,0.0,0,35,2018-06-27,0
2353,98point6,19,4.6,47,21000000,10000,0.0,0,35,2018-08-02,0
2355,MDLIVE: Talk to a Doctor 24/7,19,3.4,650,27000000,100000,0.0,0,35,2018-07-23,0
2356,Free Blood Pressure,19,,7,5700000,5000,0.0,0,35,2016-10-13,0
2357,Super Ear,19,4.0,3498,6600000,100000,0.0,0,35,2018-05-01,0
2358,VitusVet: Pet Health Care App,19,4.8,3052,12000000,100000,0.0,0,35,2018-07-31,0
2359,Banfield Pet Health Tracker,19,4.2,1747,5900000,100000,0.0,0,35,2016-10-17,0
2360,Dexcom G6,19,3.0,45,20000000,5000,0.0,0,35,2018-07-16,0
2361,Nurse Grid,19,4.5,1686,15000000,100000,0.0,0,35,2018-07-30,0
2362,Castlight Mobile,19,3.7,529,26000000,100000,0.0,0,35,2018-07-30,0
2363,Sanford Guide:Antimicrobial Rx,19,4.5,1388,3300000,100000,0.0,0,35,2018-07-03,0
2364,Davis's Drug Guide for Nurses,19,4.5,572,44000000,50000,0.0,0,35,2018-07-13,0
2365,Vargo Anesthesia Mega App,19,4.6,92,32000000,1000,79.99,0,35,2018-06-18,0
2366,Monash Uni Low FODMAP Diet,19,4.2,1135,12000000,100000,9.0,0,35,2018-07-16,0
2367,mySugr: the blood sugar tracker made just for you,19,4.6,21189,36000000,1000000,0.0,0,35,2018-08-06,0
2368,live Point,19,3.6,54,17000000,5000,0.0,3,35,2018-07-03,0
2369,Tarascon Pharmacopoeia,19,4.4,275,5800000,10000,0.0,2,35,2018-03-16,0
2370,Official NBSTSA CST Exam Prep,19,4.4,2159,11000000,10000,0.0,0,35,2018-05-17,0
2371,EMT-B Pocket Prep,19,4.5,2951,16000000,50000,0.0,0,35,2018-07-11,0
2372,Human Anatomy Atlas 2018: Complete 3D Human Body,19,4.5,2921,25000000,100000,24.99,0,35,2018-05-25,0
2373,5-Minute Clinical Consult,19,4.1,84,6100000,10000,0.0,0,35,2017-12-11,0
2375,"Pzizz - Sleep, Nap, Focus",19,4.3,5521,22000000,100000,0.0,0,35,2018-07-01,0
2376,HESI A2 Pocket Prep,19,4.3,2108,28000000,50000,0.0,0,35,2018-05-02,0
2377,Johns Hopkins Guides ABX...,19,4.7,73,6300000,10000,0.0,0,35,2017-12-08,0
2378,ASCCP Mobile,19,4.5,63,25000000,10000,9.99,0,35,2016-10-03,0
2379,FP Notebook,19,4.5,408,60000000,50000,0.0,0,35,2018-03-24,0
2380,Paramedic Protocol Provider,19,4.5,171,20000000,10000,10.0,2,35,2017-09-21,0
2381,5 Minute Clinical Consult 2019 - #1 for 25 years,19,4.2,33,8000000,10000,0.0,0,35,2018-05-02,0
2382,Open Sesame - Touch Free Control,19,4.4,197,20000000,10000,0.0,0,35,2018-08-02,0
2383,Davis's Drug Guide,19,3.9,272,6400000,50000,0.0,0,35,2017-12-11,0
2384,Deep Sleep and Relax Hypnosis,19,4.2,4852,34000000,100000,0.0,0,35,2013-10-22,0
2385,2017 EMRA Antibiotic Guide,19,4.4,12,3800000,1000,16.99,0,35,2017-01-27,0
2386,Essential Anatomy 3,19,4.1,1533,42000000,50000,11.99,3,35,2014-08-07,0
2387,EMT PASS,19,3.4,51,2400000,1000,29.99,0,35,2014-10-22,0
2388,Christella VoiceUp,19,4.1,38,70000000,5000,0.0,0,35,2018-07-12,0
2389,Block Buddy,19,4.0,15,5000000,1000,14.99,0,35,2018-08-01,0
2390,Language Therapy: Aphasia,19,,10,28000000,1000,74.99,0,35,2018-06-25,0
2391,Complete Anatomy for Android,19,4.1,90,21000000,1000,0.0,0,35,2018-07-11,0
2392,GlassesOff,19,3.5,1288,38000000,100000,0.0,0,35,2018-07-10,0
2394,e-Anatomy,19,4.0,1545,74000000,100000,0.0,0,35,2018-07-30,0
2395,EMT Review Plus,19,4.5,199,1800000,10000,11.99,0,35,2018-06-27,0
2396,Registered Dietitian Pocket Prep,19,4.3,283,12000000,5000,0.0,0,35,2018-07-12,0
2397,Paramedic Pocket Prep,19,4.3,460,13000000,10000,0.0,0,35,2018-07-12,0
2399,Pedi STAT,19,4.6,129,2900000,10000,5.49,0,35,2018-04-06,0
2400,AnatomyMapp,19,4.1,80,48000000,5000,14.99,0,35,2013-11-05,0
2401,Diabetes & Diet Tracker,19,4.6,395,19000000,1000,9.99,0,35,2018-07-16,0
2402,A Manual of Acupuncture,19,3.5,214,68000000,1000,33.99,0,35,2017-10-02,0
2403,5 Minute Veterinary Consult: Canine & Feline,19,2.3,17,6800000,1000,0.0,0,35,2018-03-29,0
2404,Wide address pocket prep,19,4.5,513,12000000,5000,0.0,0,35,2018-07-11,0
2405,Nursing Central,19,4.3,168,5800000,10000,0.0,0,35,2018-01-29,0
2406,PTA Content Master,19,4.2,64,41000000,1000,29.99,0,35,2015-12-22,0
2407,"Muscle Premium - Human Anatomy, Kinesiology, Bones",19,4.2,168,25000000,10000,24.99,0,35,2017-08-11,0
2408,Tinnitus Alleviator,19,3.1,82,42000000,5000,0.0,0,35,2017-12-23,0
2409,"Cardiac diagnosis (heart rate, arrhythmia)",19,4.4,8,6500000,100,12.99,0,35,2018-07-25,0
2410,PMHNP-BC Pocket Prep,19,4.4,112,13000000,1000,0.0,0,35,2018-07-12,0
2411,Dialysis of Drugs,19,2.9,92,1500000,10000,0.0,0,35,2018-06-15,0
2412,abeoCoder,19,3.1,83,3200000,10000,0.0,0,35,2018-07-30,0
2413,Saunders Comprehensive Review NCLEX-PN Examination,19,3.7,3,7700000,5000,0.0,0,35,2018-07-16,0
2414,LTC AS Legal,19,4.0,6,1300000,100,39.99,0,35,2018-04-04,0
2415,Lippincott Nursing Advisor,19,3.8,343,26000000,50000,0.0,0,35,2018-05-01,0
2416,Medical ID - In Case of Emergency (ICE),19,4.6,717,5400000,5000,5.99,0,35,2018-05-31,0
2417,Official NBSTSA CSFA Exam Prep,19,4.4,137,11000000,1000,0.0,0,35,2018-05-17,0
2418,IBM Micromedex Drug Info,19,3.8,206,9500000,10000,2.99,0,35,2018-04-25,0
2419,Advanced Comprehension Therapy,19,,3,62000000,100,24.99,0,35,2017-10-05,0
2420,Hospitalist Handbook,19,4.8,12,18000000,1000,19.99,0,35,2017-06-05,0
2422,Visualmed,19,,0,3100000,1,2.99,0,35,2018-08-01,0
2423,ABG Master,19,,2,1800000,50,0.99,0,35,2018-08-04,0
2424,OrthoFlow,19,,0,66000000,10,5.99,0,35,2018-07-15,0
2425,Be the Expert in Phlebotomy - Professional Nursing,19,,0,5000000,1,0.99,0,35,2018-07-24,0
2426,JH Blood Pressure Monitor,19,3.7,9,2900000,500,0.0,0,35,2018-07-21,0
2427,Sway Medical,19,5.0,3,22000000,100,0.0,0,35,2018-07-25,0
2428,Exposure Ed,19,3.0,2,16000000,500,0.0,0,35,2018-07-17,0
2429,Nucleus Smart,19,3.7,20,19000000,1000,0.0,0,35,2018-06-27,0
2430,Penn State Health OnDemand,19,,0,40000000,50,0.0,0,35,2018-07-24,0
